tractid,tractnum,name,namelsad,nta,nta_name,bcode,geometry,MonthYear,TotalMonthlyReport,CountyName,CensusBlockID_list,Ticket_list,Classification_list,Zipcode_list,CountyTract
36081116300,116300,1163,Census Tract 1163,QN51,Murray Hill,36081,"POLYGON ((1033861.124680638 218460.2186607924, 1034195.082562794 218514.4608334957, 1034565.869894644 218573.8846231935, 1034834.207565547 218612.3332610011, 1034852.584186318 218168.6129414767, 1034993.039056162 217765.9530730267, 1034992.53378959 217742.6346554494, 1035114.093582725 217369.8114075753, 1035196.023213067 217138.2670473386, 1035255.379240033 216971.5269147225, 1035365.451437571 216663.8965997082, 1035476.360574083 216354.8112487421, 1034867.072398253 216136.3899320367, 1034757.276637164 216446.2090108415, 1034646.933398228 216754.205814254, 1034587.023205773 216922.7679315639, 1034505.657238912 217152.1294826497, 1034362.418740325 217563.5303230163, 1033992.870660349 217432.3385020026, 1033393.001680393 217220.5313888773, 1033278.49604157 217542.3707194022, 1033147.558685637 217909.3548912736, 1033078.830180764 218336.9443292174, 1033861.124680638 218460.2186607924))",January-2020,1,Queens County,[5000],['QL20000811'],['P'],[11354],Queens County-1163
36081115100,115100,1151,Census Tract 1151,QN51,Murray Hill,36081,"POLYGON ((1037136.821968652 220448.7502421972, 1037392.589216819 220397.9379689543, 1037649.738450104 220348.9531033181, 1037904.389425177 220302.8801109924, 1038163.449648698 220267.3852801536, 1038423.268379083 220264.6849899659, 1038366.124788163 219681.6227437373, 1038316.000108159 219179.4585815272, 1038221.930001718 218258.5771058558, 1037963.422432446 218284.964205266, 1037704.362220441 218310.9885063466, 1037446.963810283 218337.3835493699, 1037188.459530993 218363.0502413471, 1036928.014390385 218389.8084745182, 1036654.825213076 218417.6349773614, 1036748.397780262 219339.6022352385, 1036798.556917087 219840.6701944155, 1036859.847487465 220444.5047481381, 1037136.821968652 220448.7502421972))",January-2020,1,Queens County,[1001],['QL20000074'],['P'],[11358],Queens County-1151
36081113900,113900,1139,Census Tract 1139,QN48,Auburndale,36081,"POLYGON ((1041756.439615531 219713.1028781237, 1041891.866415769 219489.3586512748, 1041996.415631838 219321.649160219, 1042025.055448215 219275.8112247872, 1042227.979686531 218976.083866235, 1042254.109929605 218937.5268929826, 1042357.281622313 218768.7226877499, 1042445.46772243 218611.9060106429, 1042521.977870357 218472.9139907967, 1042861.512312541 217816.1087300518, 1043047.835047339 217746.2430240366, 1043128.344802854 217673.9357679829, 1043613.186757771 217307.8683454324, 1043686.068941387 217184.1731956465, 1043736.783928896 217062.9742556773, 1043734.11357889 216909.2187839176, 1043763.843445534 216760.2791029431, 1043650.014919696 216748.3415200429, 1043497.411712271 216732.6664322236, 1043210.486602862 216702.0922161311, 1042960.673380594 216675.2544933908, 1042711.972103557 216646.6003534754, 1042463.819053406 216620.1360823616, 1042215.111415216 216593.6730256912, 1041967.236920267 216566.1214996617, 1041718.529061704 216539.2992012249, 1041472.8713962 216511.0293105088, 1041471.678630035 216664.4110310225, 1041472.986821006 216814.5196538469, 1041497.87307513 217068.883385834, 1041530.387158459 217377.5509295608, 1041584.517454409 217916.5287043361, 1041325.7254956 217942.8793248427, 1041419.401258373 218864.1363841213, 1041471.125235287 219365.9464741367, 1041536.884004463 220022.9963303458, 1041756.439615531 219713.1028781237))",January-2020,1,Queens County,[2005],['QL20000950'],['P'],[11358],Queens County-1139
36081112900,112900,1129,Census Tract 1129,QN46,Bayside-Bayside Hills,36081,"POLYGON ((1044785.930082874 218815.1013090738, 1044916.553415736 218863.8840013309, 1045159.808184455 218955.5769825852, 1045403.058364412 219048.3654018817, 1045650.184650581 219141.1660760303, 1045898.697734914 219232.5154613723, 1045995.563911809 219265.1875247839, 1046145.578580425 219311.4758673153, 1046239.135995171 219337.9467809989, 1046400.237932484 219380.9860201461, 1046660.440392348 219448.6914363704, 1046803.229577763 219073.430366613, 1047018.714717243 218546.0663847149, 1046777.695753291 218447.8025201694, 1046963.648432654 217987.7639180452, 1047165.49625842 217489.8772641156, 1047433.002791475 217525.5483982744, 1047695.249064272 217559.7513931937, 1047751.040174673 217411.6133205062, 1047477.440357686 217375.1941382914, 1046697.065756652 217271.8884589907, 1046449.493265421 217239.1912112384, 1046179.768789942 217202.4322723022, 1045895.089985646 217163.4523355368, 1045646.668596331 217136.9548075962, 1045574.391187319 217126.935024923, 1045463.072221747 217109.5302609293, 1045433.736125382 217208.190800175, 1045377.706476363 217346.4965330958, 1045198.743706558 217790.898293978, 1045081.376965978 218087.5361052763, 1044785.930082874 218815.1013090738))",January-2020,1,Queens County,[3008],['QL20000399'],['P'],[11361],Queens County-1129
36081112300,112300,1123,Census Tract 1123,QN46,Bayside-Bayside Hills,36081,"POLYGON ((1046916.764444953 219516.0252969111, 1047410.560550003 219655.3884253952, 1047539.817664913 219693.2516900459, 1047658.011893028 219724.5287107345, 1047780.897481439 219762.3766128046, 1047910.993981202 219796.6007120126, 1048000.718148495 219382.9523041003, 1048124.887413173 218828.3975294624, 1048377.371628312 218882.2563152346, 1048479.413888521 218423.8292358528, 1048569.96731715 218016.3790041285, 1048315.818211154 217960.3278544843, 1048401.608341775 217572.9028799467, 1048413.075788019 217531.399099535, 1048421.747097448 217499.7249538989, 1047751.040174673 217411.6133205062, 1047695.249064272 217559.7513931937, 1047433.002791475 217525.5483982744, 1047165.49625842 217489.8772641156, 1046963.648432654 217987.7639180452, 1046777.695753291 218447.8025201694, 1047018.714717243 218546.0663847149, 1046803.229577763 219073.430366613, 1046660.440392348 219448.6914363704, 1046916.764444953 219516.0252969111))",January-2020,1,Queens County,[1009],['QL20000208'],['M'],[11361],Queens County-1123
36081111300,111300,1113,Census Tract 1113,QN46,Bayside-Bayside Hills,36081,"POLYGON ((1047910.993981202 219796.6007120126, 1048163.988008209 219863.5747048774, 1048255.626214838 219880.939991755, 1048516.847001102 219978.5434780503, 1049553.129565599 220366.412148365, 1049781.374130019 220465.7622366744, 1050009.760996901 220511.9219982557, 1050203.829034852 220242.1124113702, 1050572.234987154 219730.4977763372, 1051139.601533932 218996.0993869792, 1052300.540165271 218295.0688817845, 1052477.294774734 218188.4508926079, 1051110.235378999 217891.7207380025, 1050944.673585145 217858.1106926284, 1050684.948087913 217816.5927701756, 1050389.491017159 217773.522875336, 1050218.121047027 217735.8942859134, 1050174.644798599 217730.3111163769, 1049978.865395967 217704.2766133337, 1049916.559002011 217696.0925682346, 1049648.501937635 217661.1212232676, 1049459.089819663 217636.2010816572, 1049340.01463583 217620.579344971, 1049188.817278547 217600.5001970302, 1048959.527640903 217570.3765932651, 1048660.729738368 217531.3265356418, 1048421.747097448 217499.7249538989, 1048413.075788019 217531.399099535, 1048401.608341775 217572.9028799467, 1048315.818211154 217960.3278544843, 1048569.96731715 218016.3790041285, 1048479.413888521 218423.8292358528, 1048377.371628312 218882.2563152346, 1048124.887413173 218828.3975294624, 1048000.718148495 219382.9523041003, 1047910.993981202 219796.6007120126))",January-2020,1,Queens County,[3007],['QL20000075'],['P'],[11361],Queens County-1113
36081109300,109300,1093,Census Tract 1093,QN46,Bayside-Bayside Hills,36081,"POLYGON ((1043940.397137652 222129.1789545522, 1044053.012490736 222173.5407884107, 1044406.630223508 222311.769225745, 1045080.648818543 222576.1352572648, 1045325.502663136 222677.6711849095, 1045571.488991299 222768.6467440727, 1045818.858253455 222859.6283150405, 1046070.655069178 222951.3523681762, 1046332.187151835 223025.9802109946, 1046364.701832444 222766.2926327873, 1046417.308541636 222447.9986873351, 1046661.343179999 222543.3523101039, 1046902.605389807 222639.0655712526, 1047146.085128604 222733.3296494767, 1047385.954028588 222830.8657972585, 1047636.063545047 222930.2527543943, 1048129.083372315 223126.1007949281, 1048275.075473426 223216.8407344835, 1048372.569850391 223214.1835481081, 1048509.451121686 222979.9139606022, 1048764.192128483 223001.7214736562, 1048958.875654258 222488.5276049471, 1049570.053320818 220973.4393451235, 1050009.760996901 220511.9219982557, 1049781.374130019 220465.7622366744, 1049553.129565599 220366.412148365, 1048516.847001102 219978.5434780503, 1048255.626214838 219880.939991755, 1048163.988008209 219863.5747048774, 1047910.993981202 219796.6007120126, 1047780.897481439 219762.3766128046, 1047686.693321615 220196.4169071904, 1047454.177551856 220137.5165724797, 1047395.786007451 220436.4832226963, 1048052.557722708 220631.298761346, 1048015.979598172 220848.3460629049, 1047954.951245688 220989.1832725186, 1047869.474504751 220947.4248339006, 1047322.216440907 220821.0292274459, 1046989.799347667 220729.8123727135, 1046716.058297436 220654.7817994351, 1046462.80000169 220584.5431825575, 1046210.649102318 220513.9457083721, 1045959.603744385 220443.7180067239, 1045866.477307619 221012.5719491011, 1045615.993768604 220940.8918662225, 1045501.41368747 220905.6262120784, 1045030.176087272 220723.0025183164, 1044545.931394903 220533.0689906376, 1044293.846563028 220433.3448589897, 1044186.757815371 220391.181616448, 1043985.942834792 221179.1062795464, 1043940.397137652 222129.1789545522))",January-2020,2,Queens County,"[2005, 3007]","['QL20000976', 'QL20000009']","['M', 'P']","[11360, 11361]",Queens County-1093
36081103900,103900,1039,Census Tract 1039,QN49,Whitestone,36081,"POLYGON ((1032903.469820067 225387.9184747314, 1033033.854917023 225962.3721422258, 1033242.76569788 226455.0097552, 1033406.250583615 226949.7431989806, 1033412.558920272 226979.6314632101, 1033640.098511916 227018.7132289813, 1033915.775020515 226944.2230837561, 1034274.321172527 226834.9306599353, 1035012.739936661 226486.7030329483, 1035184.050696005 226402.1720674232, 1035818.186973137 226141.919310096, 1035955.25641838 226144.3971026377, 1035916.968221456 226048.8597349487, 1035889.557886007 225786.4801470785, 1035863.782135381 225536.4914874123, 1035837.486854014 225270.1067061196, 1035810.898564563 225011.0080594958, 1035785.138947154 224752.6399016789, 1035758.271024558 224494.2694472726, 1035731.957942606 224235.1715598734, 1035705.642741295 223976.8023954009, 1035679.050795095 223718.0683673174, 1035653.012165997 223459.3355700467, 1035616.382475788 223101.1170585297, 1034854.321555537 223178.9404463088, 1034292.271801963 223233.882098734, 1034012.218710375 223260.6311306416, 1033734.659535798 223287.0241467535, 1033480.636518516 223316.018429647, 1033183.404141602 223347.8428543622, 1033292.094259929 223696.7305236634, 1033478.730077524 224119.0080541199, 1033035.608452245 224126.4925809457, 1032818.772146243 224122.0498079789, 1032715.177495322 224131.3153259404, 1032884.000910111 225291.6950347209, 1032903.469820067 225387.9184747314))",January-2020,2,Queens County,"[3004, 3004]","['QL20001059', 'QL20001062']","['M', 'M']","[11357, 11357]",Queens County-1039
36081099705,099705,997.05,Census Tract 997.05,QN47,Ft. Totten-Bay Terrace-Clearview,36081,"POLYGON ((1044506.870403165 227671.3885129169, 1044689.007863987 227363.6137696343, 1044616.342035662 227076.7007535805, 1044583.146637673 226840.5287667983, 1044544.206765216 226687.0467157763, 1044532.08152715 226663.3347756284, 1044221.518782329 226721.2229657487, 1044449.84715191 225097.5816945375, 1044519.464326943 224608.452437908, 1043604.757846149 224375.9373807798, 1043544.759415726 224676.0027571317, 1043175.9835181 225431.8282617043, 1043043.480330002 225600.5582908298, 1042937.646314783 225735.1060462091, 1042588.713269154 226084.3905425806, 1042320.735511943 226397.8045601624, 1042288.534978774 226430.5176728101, 1042209.415108957 226513.7612846938, 1042131.726419282 226577.6987982479, 1041944.469586861 226837.0237941236, 1041861.640781215 226967.2589923609, 1041673.990444893 227278.3208018532, 1041733.724952972 227310.888145323, 1041998.58791977 227018.9559354213, 1042190.599919701 227203.0388851601, 1042316.633234309 227301.7108401985, 1043380.155387672 227331.6052887075, 1043856.92821667 227355.3610312287, 1044241.841505495 227461.2386128023, 1044439.993521549 227617.6651352481, 1043882.372500427 227818.4940689541, 1044506.870403165 227671.3885129169))",January-2020,1,Queens County,[1010],['QL20000692'],['P'],[11360],Queens County-997.05
36081099703,099703,997.03,Census Tract 997.03,QN47,Ft. Totten-Bay Terrace-Clearview,36081,"POLYGON ((1044544.206765216 226687.0467157763, 1044583.146637673 226840.5287667983, 1044616.342035662 227076.7007535805, 1044689.007863987 227363.6137696343, 1044880.417176281 227004.1279546042, 1045608.640740069 226804.1172551266, 1046047.782586958 226493.7252227974, 1046780.173110408 225976.0597849438, 1047890.951783566 224374.4157324613, 1048636.174239692 223339.1199808785, 1048764.192128483 223001.7214736562, 1048509.451121686 222979.9139606022, 1048372.569850391 223214.1835481081, 1048275.075473426 223216.8407344835, 1048129.083372315 223126.1007949281, 1047636.063545047 222930.2527543943, 1047385.954028588 222830.8657972585, 1047146.085128604 222733.3296494767, 1046902.605389807 222639.0655712526, 1046661.343179999 222543.3523101039, 1046417.308541636 222447.9986873351, 1046364.701832444 222766.2926327873, 1046332.187151835 223025.9802109946, 1046397.993199636 223284.8265273232, 1046475.068888752 223684.3352840346, 1046139.187689403 224422.3476659107, 1045917.429724247 224830.5670012805, 1045540.181610087 225513.4681932551, 1045168.587230204 226158.8630493635, 1044975.72901716 226429.0806809097, 1044532.08152715 226663.3347756284, 1044544.206765216 226687.0467157763))",January-2020,1,Queens County,[3003],['QL20000894'],['M'],[11360],Queens County-997.03
36081099701,099701,997.01,Census Tract 997.01,QN47,Ft. Totten-Bay Terrace-Clearview,36081,"POLYGON ((1040987.726485914 225778.1947855478, 1041044.312855199 225856.2949348574, 1041403.353250013 226028.0114336736, 1041716.737012513 226182.865642404, 1041957.020713071 226333.5422170516, 1042209.415108957 226513.7612846938, 1042288.534978774 226430.5176728101, 1042320.735511943 226397.8045601624, 1042588.713269154 226084.3905425806, 1042937.646314783 225735.1060462091, 1043043.480330002 225600.5582908298, 1043175.9835181 225431.8282617043, 1043544.759415726 224676.0027571317, 1043604.757846149 224375.9373807798, 1043629.990785536 224249.9392062474, 1043719.428392407 223803.847911251, 1043882.146359435 223066.4691288801, 1043897.056676204 222859.563589505, 1043940.397137652 222129.1789545522, 1043821.139612302 222082.6153268614, 1043605.311129161 221999.0180301176, 1043447.312752577 221937.7881102181, 1043368.178778006 221905.5337029862, 1043130.477406687 221817.5153403582, 1042892.499988898 221728.4056428417, 1042683.290481629 221653.9409405024, 1042457.44579167 221585.9961542074, 1042316.844742997 221544.1250973743, 1042003.293714046 221435.8979934566, 1041961.227903989 221421.5888487298, 1041663.041696043 221256.5665235023, 1041650.375343901 221342.1551646907, 1041612.94712033 221592.0001378891, 1041572.16248655 221856.0463117932, 1041529.677379218 222136.8479596098, 1041484.386682374 222433.3094846868, 1041439.657858826 222726.8577750482, 1041394.635126275 223028.0565191248, 1041390.410466813 223057.9220195928, 1041336.975015183 223403.9142790816, 1041296.170636641 223678.8911018021, 1041188.902472038 224189.0722940821, 1041189.101469131 224340.2717655195, 1041174.958765687 224466.2984748174, 1041134.731470637 224732.8973321428, 1041094.518705951 224993.666957217, 1041075.890965135 225024.9561292494, 1041052.617074648 225266.4557792189, 1040995.503368923 225649.9669980496, 1040944.007611626 225644.745897592, 1040987.726485914 225778.1947855478))",January-2020,1,Queens County,[1010],['QL20000483'],['P'],[11360],Queens County-997.01
36081094500,094500,945,Census Tract 945,QN49,Whitestone,36081,"POLYGON ((1028426.203764245 228531.5779021824, 1028487.463591272 228494.8916976536, 1028532.382381886 228460.7261550439, 1028560.949403354 228434.9105272669, 1028612.278229971 228378.1680619956, 1028633.927129925 228350.1538573662, 1028677.481284766 228305.4203671734, 1028712.97497508 228277.4315968804, 1028756.496648147 228250.5506137576, 1028811.089477069 228226.2403923236, 1028864.834980082 228211.0371146808, 1029374.002261089 228084.8260416155, 1029529.413244457 228046.1317994762, 1029494.536708927 227742.5755408875, 1029255.216367518 227635.7444602681, 1029404.049647389 227115.7505999871, 1029476.518073172 226862.3084484151, 1029481.813995823 226843.737239152, 1029675.313604625 226876.1603146039, 1030119.249073249 226703.9366183741, 1030226.97297116 226555.1275607384, 1030365.763557787 226670.8852110559, 1030842.315162787 226822.630584491, 1030834.793822027 226845.9335797255, 1030799.969698486 226955.531568094, 1030730.323088172 227174.3633764818, 1030726.423372885 227186.3789613449, 1030925.329083733 227429.0437317181, 1031060.692888103 227594.3484023596, 1031171.209353924 227720.6219018664, 1031364.271192137 227688.5703080482, 1031808.227067725 228069.4383362102, 1031893.013471928 228322.8177351157, 1031863.689740426 228873.2708277039, 1031677.758241504 229228.1335447961, 1031538.243423615 229494.5546693263, 1031700.37198265 229557.5370167464, 1031870.534161081 229617.9858750312, 1032196.907425603 229651.7834129494, 1032155.040300792 229961.7502119675, 1032534.49832201 229196.305130388, 1032975.991911136 228299.1013502745, 1033057.679172202 228159.7251691531, 1033191.396855872 227896.5802093472, 1033330.122279151 227623.244756966, 1033424.437004883 227267.1159655751, 1033412.558920272 226979.6314632101, 1033406.250583615 226949.7431989806, 1033242.76569788 226455.0097552, 1033033.854917023 225962.3721422258, 1032903.469820067 225387.9184747314, 1032884.000910111 225291.6950347209, 1032715.177495322 224131.3153259404, 1032521.625920917 224115.9916990384, 1032220.331209207 224107.0143493767, 1031964.99195921 224106.5107839794, 1031938.959540803 224106.4595953123, 1029476.13857673 224095.1851577758, 1029176.487331934 224095.3570422599, 1028921.703182706 224094.1578679921, 1028941.692181619 224668.7503280406, 1028965.350087037 225205.4588976005, 1028998.648071052 225619.7689064585, 1029042.752261559 226329.9388999706, 1028788.244410358 226341.8576495, 1028533.463224835 226351.9568955644, 1028555.513512291 226863.1590530732, 1028575.904739902 227372.5366367463, 1028830.124097512 227360.9794787045, 1028842.865550173 227660.1219905992, 1028588.926220843 227671.6795227938, 1028328.340881345 227683.5919699317, 1028342.634474604 228046.1313834221, 1028364.683799232 228559.1554080471, 1028426.203764245 228531.5779021824))",January-2020,1,Queens County,[1014],['QL20001086'],['M'],[11356],Queens County-945
36081088901,088901,889.01,Census Tract 889.01,QN22,Flushing,36081,"POLYGON ((1030710.049721285 220553.2726057996, 1030951.533106598 220720.6012227024, 1031169.021901406 220976.4190404907, 1031443.708496545 221299.7518591349, 1031455.315120453 221313.2548037526, 1031532.124612543 221410.3172667515, 1031655.625432215 221566.8576436615, 1031860.184551124 222052.5514565904, 1032023.660178922 222440.8888921215, 1032321.100543406 223147.5565697341, 1032441.005624664 223434.1613881014, 1032715.177495322 224131.3153259404, 1032818.772146243 224122.0498079789, 1033035.608452245 224126.4925809457, 1033478.730077524 224119.0080541199, 1033292.094259929 223696.7305236634, 1033183.404141602 223347.8428543622, 1033118.996518021 223149.8793753954, 1033050.487762153 222924.9470841931, 1032979.546588369 222669.4060310344, 1032886.103543226 222308.8917906315, 1032482.887404194 222009.696981992, 1032372.82837175 221503.418106724, 1032311.801024945 220991.4075776632, 1032285.213486605 220710.453298263, 1032285.729220961 220449.9554344027, 1032288.934750237 220089.9997313214, 1032291.514937572 219906.0161610807, 1032287.764049696 219841.885950809, 1032257.741977494 219476.0352288016, 1032212.736618694 219122.5423307412, 1032154.896578116 218955.5631554366, 1032074.219013699 218710.2073362238, 1032022.977783398 218567.2875444083, 1031980.854194053 218436.0444844486, 1031933.462785914 218165.9799964468, 1031602.352653376 218066.9614877354, 1031151.926381388 217927.2755514437, 1030940.926361544 218603.8006850807, 1030806.583022314 219034.9137671423, 1030624.589543003 219617.1351102607, 1030439.248325798 220216.4752654792, 1030384.747275967 220327.8577791972, 1030710.049721285 220553.2726057996))",January-2020,1,Queens County,[5000],['QL20000204'],['M'],[11354],Queens County-889.01
36081087100,087100,871,Census Tract 871,QN22,Flushing,36081,"POLYGON ((1029515.61183073 217186.7567812296, 1029825.330021986 217181.871497192, 1029849.547373702 216972.425222519, 1029879.953529958 216713.0769407034, 1029911.489071827 216589.9915522376, 1029981.567170312 216301.2071100478, 1030515.540732561 216520.8193262484, 1030584.455118896 216555.1981565888, 1031034.202961761 216774.2968213579, 1031437.313745835 216896.7647352088, 1032031.695281023 217094.3036105097, 1032136.684953992 216814.3380600553, 1032212.438696836 216610.4608924245, 1032303.202304837 216381.8390164245, 1031956.03235879 216267.1176630547, 1031306.807186526 216054.1723346484, 1031389.793177052 215832.8186932955, 1031418.201588588 215755.2708856349, 1031450.780614621 215670.0802243905, 1031493.671977081 215553.2126823592, 1030328.91353884 214868.5769394305, 1030294.282634864 215014.6088285589, 1029745.902530644 214628.4744109262, 1029632.461717684 214548.4730531195, 1029132.234956332 214180.2950259204, 1029020.895452797 214761.2006853392, 1029095.471344914 215183.964872531, 1029179.364736593 215660.3036064567, 1029572.737459783 216561.6671643403, 1029515.61183073 217186.7567812296))",January-2020,2,Queens County,"[1001, 2007]","['QL20000822', 'QL20000830']","['P', 'P']","[11354, 11354]",Queens County-871
36081086900,086900,869,Census Tract 869,QN22,Flushing,36081,"POLYGON ((1028850.006260005 218351.7561180219, 1028985.493778469 218635.4571458149, 1029397.298019372 219285.0983234581, 1029983.199321511 219991.5459897368, 1030144.155255198 220124.4674674564, 1030384.747275967 220327.8577791972, 1030439.248325798 220216.4752654792, 1030624.589543003 219617.1351102607, 1030806.583022314 219034.9137671423, 1030940.926361544 218603.8006850807, 1031151.926381388 217927.2755514437, 1031602.352653376 218066.9614877354, 1031933.462785914 218165.9799964468, 1031823.408823992 217642.2164634101, 1032031.695281023 217094.3036105097, 1031437.313745835 216896.7647352088, 1031034.202961761 216774.2968213579, 1030584.455118896 216555.1981565888, 1030515.540732561 216520.8193262484, 1029981.567170312 216301.2071100478, 1029911.489071827 216589.9915522376, 1029879.953529958 216713.0769407034, 1029849.547373702 216972.425222519, 1029825.330021986 217181.871497192, 1029515.61183073 217186.7567812296, 1029385.096518914 217654.3179515759, 1029023.106934028 218217.2714436853, 1028850.006260005 218351.7561180219))",January-2020,2,Queens County,"[1009, 2021]","['QL20000818', 'QL20000163']","['M', 'P']","[11354, 11354]",Queens County-869
36081084500,084500,845,Census Tract 845,QN22,Flushing,36081,"POLYGON ((1032948.878344159 213246.5810247155, 1033283.345226431 213496.8226053248, 1033374.913283878 213565.8667324389, 1033587.371690566 213725.8756109678, 1033886.176541718 213389.476752358, 1034125.059380281 213093.7636900251, 1034285.610070059 212896.9899710428, 1034367.546174663 212799.8821084786, 1034445.051307975 212702.036694613, 1034603.932642345 212511.0909765905, 1034734.486600894 212352.8773366656, 1034764.766614594 212315.0497102283, 1034918.096229518 212131.3811723963, 1035082.247993291 211941.1782817567, 1035236.402129589 211762.9784922083, 1035407.231149531 211562.2261905664, 1035301.017170576 211473.4696702749, 1034983.017328396 211560.6071233383, 1034729.080470517 211621.6499249905, 1034476.411186338 211740.2625988723, 1034229.837893676 211859.983454261, 1033979.399126507 211974.2339015774, 1033758.5461344 212119.8798942864, 1033459.316721001 212522.2235869744, 1033232.327604606 212829.2614537131, 1032948.878344159 213246.5810247155))",January-2020,1,Queens County,[1000],['QL20000912'],['P'],[11355],Queens County-845
36081083700,083700,837,Census Tract 837,QN62,Queensboro Hill,36081,"POLYGON ((1032758.005963716 213095.0005756029, 1032948.878344159 213246.5810247155, 1033232.327604606 212829.2614537131, 1033459.316721001 212522.2235869744, 1033758.5461344 212119.8798942864, 1033979.399126507 211974.2339015774, 1034229.837893676 211859.983454261, 1034476.411186338 211740.2625988723, 1034729.080470517 211621.6499249905, 1034983.017328396 211560.6071233383, 1035301.017170576 211473.4696702749, 1035407.231149531 211562.2261905664, 1035490.006718941 211465.4882518315, 1035574.171458875 211367.2962036636, 1035743.613650404 211169.8223520076, 1035879.284544873 210957.7045225308, 1035849.302748356 210592.9436539062, 1035705.326062943 210016.6279999331, 1035639.422569716 209732.673253565, 1035628.153043547 209689.2938154364, 1035579.831681488 209476.7856776506, 1035567.458887251 209430.8536114395, 1035516.917276948 209219.4339262903, 1035510.085683018 209173.8779305799, 1035480.726681122 208904.2098829828, 1035484.244291956 208813.134182467, 1035490.123438441 208653.5689650994, 1035580.737853096 208524.0580502623, 1034324.374830236 209014.0113697771, 1034261.95461594 209047.7656073582, 1033983.772626267 209163.4161304435, 1033842.306718217 209231.2568790301, 1033476.719032699 209406.1209974537, 1033085.93899189 209571.4672803841, 1032635.313306597 209734.8788257803, 1032671.69562093 209832.9568290692, 1032733.960076995 210013.7900683878, 1032748.279818764 210058.6315825575, 1032846.726370675 210297.8306676589, 1032946.277162993 210538.1253914116, 1033061.884901008 210784.6464907348, 1033182.153068612 211054.8591917582, 1033200.11997915 211351.4622857445, 1033215.267097723 211672.1057060497, 1032961.463808661 211807.4911597098, 1032465.749081189 211954.4204839399, 1032504.343203092 212332.3103726945, 1032543.877055249 212933.5383630957, 1032758.005963716 213095.0005756029))",January-2020,1,Queens County,[1000],['QL20000303'],['M'],[11355],Queens County-837
36081080900,080900,809,Census Tract 809,QN37,Kew Gardens Hills,36081,"POLYGON ((1031569.37531545 205851.1818692416, 1032078.78965331 205985.5256227465, 1032566.31544222 206114.0071984324, 1032611.871373765 206757.5083471829, 1032748.777365435 208700.0367280699, 1032797.364795732 208792.6742802321, 1032882.601754627 208850.0450866904, 1033144.628599769 208774.4259814438, 1033391.68172709 208704.2443722348, 1033638.456946155 208635.1577082132, 1033882.740256808 208565.7041243503, 1034113.709794937 208502.7836292, 1034580.554523856 208418.4932938771, 1035148.485862061 208365.7562629265, 1035218.559255988 208516.0082520805, 1035526.12081007 208404.4415784799, 1035561.239025463 208178.2653506866, 1035603.127577921 207895.9963280869, 1035591.007520564 207337.0849007213, 1035584.184422478 207025.2020508803, 1035576.348859947 206667.7755749614, 1035545.543945845 206031.9508630462, 1035216.66075492 205988.2670060929, 1034821.832631321 205936.0705116661, 1034345.238212613 205752.187718394, 1033721.872846197 205505.7140145048, 1033176.865318939 205291.4753602911, 1032785.544795685 205140.5851498682, 1032612.439157003 205081.2179381475, 1032047.453938419 204868.4222502863, 1031776.608744647 204756.7693367036, 1031534.009672099 204656.4687341234, 1031194.734786329 204526.8368996561, 1030878.153858824 204557.1950326494, 1030515.41104316 205249.8245011457, 1030340.27509336 205527.4765972677, 1031569.37531545 205851.1818692416))",January-2020,2,Queens County,"[6000, 6000]","['QL20000860', 'QL20000876']","['P', 'P']","[11367, 11367]",Queens County-809
